"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSSSCT00000087300.2",0.677747124876548,3.99639911853345,2.53049853934144,0.0157922981186759,0.999921722309542,-3.21415924779057
"ENSSSCT00000015371.5",-1.04907506855889,5.64151772904583,-2.42130805855704,0.0205052107920241,0.999921722309542,-3.22110789319759
"ENSSSCT00000066395.2",0.502446044375937,3.75600462948679,2.55805903936326,0.0147709377766951,0.999921722309542,-3.22250269509201
"ENSSSCT00000057737.3",-1.74067221935609,4.60013293833522,-2.60268486324972,0.0132449147636988,0.999921722309542,-3.22567238813385
"ENSSSCT00000039353.2",-0.777535681218091,3.15297233627975,-2.67767701491436,0.0110034909603728,0.999921722309542,-3.23940034959334
"ENSSSCT00000045246.2",1.18608600086738,4.28740556016306,2.49650471175218,0.0171409730425742,0.999921722309542,-3.24093253265448
"ENSSSCT00000058360.3",1.45452711040544,4.7041767366417,2.42069904990533,0.0205347509265317,0.999921722309542,-3.25807369561896
"ENSSSCT00000054853.3",-3.18700724460953,3.0227607169169,-3.14857931269431,0.00324567810162122,0.999921722309542,-3.25919045740633
"ENSSSCT00000068015.2",-1.10454137457565,3.05569750558648,-2.74219713387955,0.00936142361788116,0.999921722309542,-3.26115943913254
"ENSSSCT00000049253.3",1.95152823137508,2.01367016433576,3.24820504632167,0.00247857955443716,0.999921722309542,-3.26336677018257
"ENSSSCT00000093589.1",-0.545665165567798,1.72205454331613,-3.35071294201703,0.00187116388968501,0.999921722309542,-3.26864743719048
"ENSSSCT00000094826.1",0.431306852606412,6.95949210493807,2.37624741125676,0.0227980324824132,0.999921722309542,-3.26928590985304
"ENSSSCT00000025575.3",-0.331873210038454,5.65570697541005,-2.38310484243852,0.0224347680809208,0.999921722309542,-3.27195000963344
"ENSSSCT00000017955.5",-0.24899548055012,6.68883847465557,-2.37171124296397,0.0230412450977347,0.999921722309542,-3.2772170898484
"ENSSSCT00000095068.1",-0.609336254293803,4.37862005268131,-2.42558177532045,0.0202989957536833,0.999921722309542,-3.28216505111828
"ENSSSCT00000045558.2",0.646669494473268,5.2569815346382,2.37774652608304,0.022718167311132,0.999921722309542,-3.2948217053238
"ENSSSCT00000035232.4",1.06350762092805,3.94976677080629,2.46747218763229,0.018375202558304,0.999921722309542,-3.29533223707862
"ENSSSCT00000081702.2",-0.84850873081454,3.14761631500618,-2.64311443729081,0.0119890267496554,0.999921722309542,-3.29670590442629
"ENSSSCT00000035898.3",1.51812955168074,6.0427814019757,2.3530737823432,0.0240653158924822,0.999921722309542,-3.3133883240639
"ENSSSCT00000018219.5",0.244384953315867,8.38647169823459,2.35405251908346,0.0240105316925391,0.999921722309542,-3.31470563614925
"ENSSSCT00000025376.4",1.22804747057076,2.59226737801414,2.74482042073522,0.00929973585557717,0.999921722309542,-3.32083907254821
"ENSSSCT00000028931.4",0.502011385086867,3.77749717033477,2.5011185553682,0.0169519499416369,0.999921722309542,-3.32904355034727
"ENSSSCT00000001529.6",2.20543962661559,4.92182449449352,2.68206895782937,0.0108837661249437,0.999921722309542,-3.32924772662635
"ENSSSCT00000066632.1",0.507310378684288,3.50592054983354,2.50898147429985,0.0166341987611852,0.999921722309542,-3.33050464146611
"ENSSSCT00000011440.5",0.594671952038569,6.23245100312676,2.34006774640493,0.0248041056201439,0.999921722309542,-3.33130387945335
"ENSSSCT00000013209.5",1.56396087860004,3.49552847460237,2.46000696023967,0.0187053903955183,0.999921722309542,-3.33337583791372
"ENSSSCT00000104887.1",-2.55860797667601,3.41942158305986,-2.86109654663194,0.00691611415404309,0.999921722309542,-3.33385400981446
"ENSSSCT00000107631.1",-1.23113094201022,4.68089495119626,-2.41148049723499,0.0209866412852862,0.999921722309542,-3.34164051430938
"ENSSSCT00000005363.5",-0.541466045684246,4.05871926918425,-2.40742006222605,0.0211885287663936,0.999921722309542,-3.34388141445294
"ENSSSCT00000003160.5",-1.88461658622582,3.31805893789549,-2.59816690083516,0.0133925381326106,0.999921722309542,-3.34609814617218
"ENSSSCT00000045243.3",0.862282669544433,3.4116498117328,2.48729088215163,0.0175242218555946,0.999921722309542,-3.34815564824152
"ENSSSCT00000011438.5",1.79377779913778,6.59523684603085,2.32691889706926,0.0255717304513005,0.999921722309542,-3.35220713235531
"ENSSSCT00000091476.2",-0.803156165829603,3.03236217380898,-2.59456609637112,0.0135112757256469,0.999921722309542,-3.35741138687779
"ENSSSCT00000016913.5",0.39136189151234,5.17789121140265,2.3336780914131,0.0251744988777913,0.999921722309542,-3.36436286351196
"ENSSSCT00000017631.5",-0.535798389912566,3.02347111737348,-2.59981424365915,0.0133385371513151,0.999921722309542,-3.37665900673397
"ENSSSCT00000035400.4",-0.290327143006719,4.45303408256604,-2.3544505361948,0.0239882851380991,0.999921722309542,-3.38387305454164
"ENSSSCT00000051120.3",-0.663668741154407,5.29203174289804,-2.31525283163815,0.0262706284935298,0.999921722309542,-3.39154812697824
"ENSSSCT00000043072.3",-2.41736535573188,3.15255088267791,-2.78679019550138,0.00836276287321267,0.999921722309542,-3.411337338079
"ENSSSCT00000042935.3",-0.277906392504021,3.86253398221965,-2.39950933026338,0.0215869199614512,0.999921722309542,-3.41328595557387
"ENSSSCT00000039245.3",0.77801301155419,3.46185502146475,2.42620266922637,0.0202691935891439,0.999921722309542,-3.41684844397117
"ENSSSCT00000045077.3",-1.92466753820896,3.9508782033341,-2.48307527362565,0.0177021635126927,0.999921722309542,-3.41892317479001
"ENSSSCT00000040218.3",-1.64032289288126,2.77198236189575,-2.66975492854225,0.0112225323745873,0.999921722309542,-3.42331824240324
"ENSSSCT00000008194.4",1.91407771338204,2.7054474642815,2.72330807331708,0.00981694828334235,0.999921722309542,-3.43238796475856
"ENSSSCT00000037735.2",-0.689814481904198,3.04275867599086,-2.50589312459297,0.0167583484072442,0.999921722309542,-3.43319582678328
"ENSSSCT00000090505.2",0.288070035255,4.94849847403988,2.29460678788138,0.0275497209478204,0.999921722309542,-3.43381168510566
"ENSSSCT00000014092.5",0.368871350746177,6.21339841008065,2.27582521377273,0.0287615773527479,0.999921722309542,-3.43537752049102
"ENSSSCT00000105151.1",3.31329861978485,2.11649686092363,2.78491452128883,0.0084026890840034,0.999921722309542,-3.43872644953545
"ENSSSCT00000024978.4",-0.394204352459985,3.46783896666966,-2.45768278617425,0.0188092863144306,0.999921722309542,-3.44013224045368
